id_texto;texto;score_ansiedade;score_depressao;score_burnout
1810;A solidão bateu forte hoje, mesmo estando rodeado de gente. choveu o dia todo, não consegui sair para a rua. tenho tido ataques de pânico leves no meio da noite. estou com medo de ser reprovado em duas matérias. minha cabeça não desliga, repasso tudo mil vezes antes de dormir.;0,623;0,681;0,108
1811;Lavei as roupas hoje, a pilha estava gigante. consegui avançar muito no projeto de pesquisa. organizei minha rotina e a exaustão diminuiu. as preocupações de ontem diminuíram hoje.;0,14;0,164;0,231
1812;Consegui me organizar bem para a prova. comi uma coisa nova no ru, estava razoável. minhas notas vieram boas, o esforço valeu a pena!. organizei minha rotina e a exaustão diminuiu.;0,179;0,109;0,157
1813;As coisas parecem sob controle. lavei as roupas hoje, a pilha estava gigante. consegui ter um bom tempo de descanso hoje. tirei uma nota alta na prova difícil, estou aliviado.;0,18;0,163;0,14
1814;Consegui ter um bom tempo de descanso hoje. não estou sentindo aquela pressão de antes. o trânsito estava horrível, cheguei atrasado na primeira aula. consegui avançar muito no projeto de pesquisa.;0,185;0,12;0,157
1815;Tenho acumulado muitas faltas, a recuperação será difícil. choveu o dia todo, não consegui sair para a rua.;0,567;0,496;0,156
1816;Meu estômago está revirado só de pensar na próxima apresentação. comi uma coisa nova no ru, estava razoável. tenho tido ataques de pânico leves no meio da noite. tirei uma nota alta na prova difícil, estou aliviado. sinto que o tempo está correndo e eu estou ficando para trás. quero largar tudo e sumir para ter paz mental. não sinto mais prazer nas coisas que gostava.;0,594;0,216;0,187
1817;Sinto um cinismo e irritação com todo mundo da faculdade. estou animado com o novo tópico da matéria. não estou sentindo aquela pressão de antes. organizei minha rotina e a exaustão diminuiu. choveu o dia todo, não consegui sair para a rua.;0,294;0,183;0,371
1818;Comi uma coisa nova no ru, estava razoável. consegui avançar muito no projeto de pesquisa. tudo parece cinzento e sem cor. não sinto mais prazer nas coisas que gostava.;0,137;0,244;0,313
1819;Organizei minha rotina e a exaustão diminuiu. consegui avançar muito no projeto de pesquisa. as preocupações de ontem diminuíram hoje. comi uma coisa nova no ru, estava razoável.;0,19;0,161;0,308
1820;Tudo parece cinzento e sem cor. tenho tido ataques de pânico leves no meio da noite. choveu o dia todo, não consegui sair para a rua. tirei uma nota alta na prova difícil, estou aliviado. minha cabeça não desliga, repasso tudo mil vezes antes de dormir.;0,567;0,409;0,129
1821;Estou animado com o novo tópico da matéria. não vejo sentido em continuar tentando. meu estômago está revirado só de pensar na próxima apresentação. choveu o dia todo, não consegui sair para a rua.;0,501;0,183;0,182
1822;Tenho tido ataques de pânico leves no meio da noite. o tcc está travado, não consigo escrever uma linha coerente. choveu o dia todo, não consegui sair para a rua. sinto que o tempo está correndo e eu estou ficando para trás. meu estômago está revirado só de pensar na próxima apresentação.;0,835;0,372;0,085
1823;Lavei as roupas hoje, a pilha estava gigante. o tcc está travado, não consigo escrever uma linha coerente. não vejo sentido em continuar tentando. é um esforço enorme levantar da cama.;0,397;0,46;0,293
1824;Choveu o dia todo, não consegui sair para a rua. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. o tcc está travado, não consigo escrever uma linha coerente. tenho tido ataques de pânico leves no meio da noite.;0,705;0,419;0,16
1825;Choveu o dia todo, não consegui sair para a rua. estou com medo de ser reprovado em duas matérias. estou sempre preocupado com o que pode dar errado. sinto que o tempo está correndo e eu estou ficando para trás. a solidão bateu forte hoje, mesmo estando rodeado de gente. não consigo parar de pensar no prazo final.;0,724;0,534;0,101
1826;Minhas notas vieram boas, o esforço valeu a pena!. as coisas parecem sob controle. o trânsito estava horrível, cheguei atrasado na primeira aula. me senti produtivo e o trabalho fluiu bem.;0,175;0,101;0,164
1827;Sinto que sou um fardo para minha família e amigos. fui mal na prova e isso só piora meu humor. lavei as roupas hoje, a pilha estava gigante.;0,411;0,547;0,276
1828;A solidão bateu forte hoje, mesmo estando rodeado de gente. estou com medo de ser reprovado em duas matérias. choveu o dia todo, não consegui sair para a rua.;0,499;0,684;0,117
1829;Lavei as roupas hoje, a pilha estava gigante. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. fui mal na prova e isso só piora meu humor. meu estômago está revirado só de pensar na próxima apresentação.;0,562;0,31;0,272
1830;Não sinto mais prazer nas coisas que gostava. estou animado com o novo tópico da matéria. sinto um cinismo e irritação com todo mundo da faculdade. comi uma coisa nova no ru, estava razoável.;0,172;0,278;0,562
1831;Fui mal na prova e isso só piora meu humor. consegui ter um bom tempo de descanso hoje. o trânsito estava horrível, cheguei atrasado na primeira aula. consegui me organizar bem para a prova.;0,401;0,254;0,22
1832;Não sinto mais prazer nas coisas que gostava. comi uma coisa nova no ru, estava razoável. minhas notas vieram boas, o esforço valeu a pena!.;0,078;0,176;0,399
1833;Fui mal na prova e isso só piora meu humor. sinto que sou um fardo para minha família e amigos. comi uma coisa nova no ru, estava razoável.;0,401;0,377;0,376
1834;Não vejo sentido em continuar tentando. durmo mal e acordo com a sensação de não ter descansado. estou exausto. o corpo dói e a mente está lenta. a solidão bateu forte hoje, mesmo estando rodeado de gente. tenho acumulado muitas faltas, a recuperação será difícil. o trânsito estava horrível, cheguei atrasado na primeira aula.;0,439;0,569;0,443
1835;Minhas notas vieram boas, o esforço valeu a pena!. consegui me organizar bem para a prova. comi uma coisa nova no ru, estava razoável. consegui ter um bom tempo de descanso hoje. estou desorientado e não consigo manter o foco em nada. estou exausto. o corpo dói e a mente está lenta.;0,368;0,195;0,254
1836;O tcc está travado, não consigo escrever uma linha coerente. é um esforço enorme levantar da cama. choveu o dia todo, não consegui sair para a rua. não vejo sentido em continuar tentando.;0,486;0,462;0,299
1837;Tudo parece cinzento e sem cor. consegui avançar muito no projeto de pesquisa. não sinto mais prazer nas coisas que gostava. choveu o dia todo, não consegui sair para a rua.;0,317;0,43;0,252
1838;Tenho tido ataques de pânico leves no meio da noite. sinto que o tempo está correndo e eu estou ficando para trás. as coisas parecem sob controle. consegui avançar muito no projeto de pesquisa. comi uma coisa nova no ru, estava razoável. o esforço valeu a pena, senti-me competente.;0,455;0,158;0,127
1839;Minha cabeça não desliga, repasso tudo mil vezes antes de dormir. não sinto mais prazer nas coisas que gostava. não vejo sentido em continuar tentando. choveu o dia todo, não consegui sair para a rua. estou com medo de ser reprovado em duas matérias.;0,575;0,509;0,268
1840;As preocupações de ontem diminuíram hoje. choveu o dia todo, não consegui sair para a rua. consegui ter um bom tempo de descanso hoje. minhas notas vieram boas, o esforço valeu a pena!.;0,255;0,201;0,135
1841;O trânsito estava horrível, cheguei atrasado na primeira aula. estou desorientado e não consigo manter o foco em nada. não sinto mais prazer nas coisas que gostava. estou exausto. o corpo dói e a mente está lenta. é um esforço enorme levantar da cama. minhas notas refletem meu desinteresse.;0,604;0,344;0,342
1842;Tenho tido ataques de pânico leves no meio da noite. tudo parece cinzento e sem cor. sinto que o tempo está correndo e eu estou ficando para trás. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. o trânsito estava horrível, cheguei atrasado na primeira aula. a solidão bateu forte hoje, mesmo estando rodeado de gente. tenho acumulado muitas faltas, a recuperação será difícil.;0,695;0,528;0,167
1843;Estou desorientado e não consigo manter o foco em nada. quero largar tudo e sumir para ter paz mental. consegui ter um bom tempo de descanso hoje. lavei as roupas hoje, a pilha estava gigante. consegui avançar muito no projeto de pesquisa. consegui me organizar bem para a prova.;0,434;0,367;0,26
1844;Lavei as roupas hoje, a pilha estava gigante. tirei uma nota alta na prova difícil, estou aliviado. não sinto mais prazer nas coisas que gostava. tudo parece cinzento e sem cor.;0,193;0,301;0,287
1845;A solidão bateu forte hoje, mesmo estando rodeado de gente. estou exausto. o corpo dói e a mente está lenta. não sinto mais prazer nas coisas que gostava. lavei as roupas hoje, a pilha estava gigante. minhas notas refletem meu desinteresse. durmo mal e acordo com a sensação de não ter descansado.;0,334;0,689;0,274
1846;As coisas parecem sob controle. minhas notas vieram boas, o esforço valeu a pena!. choveu o dia todo, não consegui sair para a rua. consegui ter um bom tempo de descanso hoje.;0,268;0,212;0,154
1847;Consegui avançar muito no projeto de pesquisa. o esforço valeu a pena, senti-me competente. as coisas parecem sob controle. lavei as roupas hoje, a pilha estava gigante.;0,132;0,108;0,174
1848;As coisas parecem sob controle. não consigo parar de pensar no prazo final. organizei minha rotina e a exaustão diminuiu. o trânsito estava horrível, cheguei atrasado na primeira aula. tirei uma nota alta na prova difícil, estou aliviado. meu estômago está revirado só de pensar na próxima apresentação. tenho tido ataques de pânico leves no meio da noite.;0,658;0,152;0,122
1849;Choveu o dia todo, não consegui sair para a rua. fui mal na prova e isso só piora meu humor. estou sempre preocupado com o que pode dar errado.;0,723;0,554;0,096
1850;Sinto que o tempo está correndo e eu estou ficando para trás. estou animado com o novo tópico da matéria. choveu o dia todo, não consegui sair para a rua. organizei minha rotina e a exaustão diminuiu. as coisas parecem sob controle.;0,411;0,232;0,178
1851;Meu estômago está revirado só de pensar na próxima apresentação. é um esforço enorme levantar da cama. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. estou sempre preocupado com o que pode dar errado. estou animado com o novo tópico da matéria. o trânsito estava horrível, cheguei atrasado na primeira aula.;0,758;0,164;0,178
1852;Consegui me organizar bem para a prova. estou exausto. o corpo dói e a mente está lenta. lavei as roupas hoje, a pilha estava gigante. consegui avançar muito no projeto de pesquisa. organizei minha rotina e a exaustão diminuiu. estou desorientado e não consigo manter o foco em nada.;0,4;0,254;0,305
1853;Minha cabeça não desliga, repasso tudo mil vezes antes de dormir. as coisas parecem sob controle. consegui avançar muito no projeto de pesquisa. o esforço valeu a pena, senti-me competente. comi uma coisa nova no ru, estava razoável.;0,226;0,129;0,207
1854;Comi uma coisa nova no ru, estava razoável. não sinto mais prazer nas coisas que gostava. durmo mal e acordo com a sensação de não ter descansado. estou com medo de ser reprovado em duas matérias.;0,409;0,346;0,306
1855;Consegui me organizar bem para a prova. comi uma coisa nova no ru, estava razoável. estou animado com o novo tópico da matéria. o esforço valeu a pena, senti-me competente. tenho tido ataques de pânico leves no meio da noite.;0,338;0,072;0,108
1856;Durmo mal e acordo com a sensação de não ter descansado. tirei uma nota alta na prova difícil, estou aliviado. me senti produtivo e o trabalho fluiu bem. choveu o dia todo, não consegui sair para a rua. não estou sentindo aquela pressão de antes. estou desorientado e não consigo manter o foco em nada.;0,486;0,367;0,301
1857;Não vejo sentido em continuar tentando. tirei uma nota alta na prova difícil, estou aliviado. comi uma coisa nova no ru, estava razoável.;0,125;0,151;0,395
1858;Meu estômago está revirado só de pensar na próxima apresentação. estou sempre preocupado com o que pode dar errado. tenho acumulado muitas faltas, a recuperação será difícil. comi uma coisa nova no ru, estava razoável.;0,749;0,23;0,145
1859;Comi uma coisa nova no ru, estava razoável. sinto que sou um fardo para minha família e amigos. tenho tido ataques de pânico leves no meio da noite. não consigo parar de pensar no prazo final. o tcc está travado, não consigo escrever uma linha coerente. tudo parece cinzento e sem cor. meu estômago está revirado só de pensar na próxima apresentação.;0,646;0,192;0,201
1860;Minhas notas refletem meu desinteresse. o trânsito estava horrível, cheguei atrasado na primeira aula. tudo parece cinzento e sem cor. sinto que sou um fardo para minha família e amigos.;0,392;0,574;0,447
1861;Choveu o dia todo, não consegui sair para a rua. o tcc está travado, não consigo escrever uma linha coerente. não vejo sentido em continuar tentando.;0,513;0,498;0,254
1862;Comi uma coisa nova no ru, estava razoável. sinto que sou um fardo para minha família e amigos. tudo parece cinzento e sem cor. estou animado com o novo tópico da matéria.;0,263;0,24;0,181
1863;Tirei uma nota alta na prova difícil, estou aliviado. as coisas parecem sob controle. choveu o dia todo, não consegui sair para a rua. durmo mal e acordo com a sensação de não ter descansado. consegui ter um bom tempo de descanso hoje. estou exausto. o corpo dói e a mente está lenta.;0,451;0,283;0,19
1864;Tenho acumulado muitas faltas, a recuperação será difícil. choveu o dia todo, não consegui sair para a rua. sinto que o tempo está correndo e eu estou ficando para trás. não sinto mais prazer nas coisas que gostava.;0,388;0,516;0,27
1865;Lavei as roupas hoje, a pilha estava gigante. não consigo parar de pensar no prazo final. minhas notas refletem meu desinteresse.;0,448;0,236;0,315
1866;O esforço valeu a pena, senti-me competente. tirei uma nota alta na prova difícil, estou aliviado. o trânsito estava horrível, cheguei atrasado na primeira aula. não estou sentindo aquela pressão de antes.;0,146;0,113;0,169
1867;Meu estômago está revirado só de pensar na próxima apresentação. o trânsito estava horrível, cheguei atrasado na primeira aula. fui mal na prova e isso só piora meu humor.;0,711;0,303;0,248
1868;A solidão bateu forte hoje, mesmo estando rodeado de gente. lavei as roupas hoje, a pilha estava gigante. minhas notas refletem meu desinteresse.;0,276;0,552;0,27
1869;Minhas notas vieram boas, o esforço valeu a pena!. consegui ter um bom tempo de descanso hoje. as preocupações de ontem diminuíram hoje. estou sempre preocupado com o que pode dar errado. choveu o dia todo, não consegui sair para a rua.;0,403;0,271;0,126
1870;Não estou sentindo aquela pressão de antes. consegui ter um bom tempo de descanso hoje. tenho acumulado muitas faltas, a recuperação será difícil. choveu o dia todo, não consegui sair para a rua.;0,311;0,344;0,161
1871;Não estou sentindo aquela pressão de antes. o trânsito estava horrível, cheguei atrasado na primeira aula. organizei minha rotina e a exaustão diminuiu. consegui avançar muito no projeto de pesquisa.;0,222;0,164;0,304
1872;O esforço valeu a pena, senti-me competente. quero largar tudo e sumir para ter paz mental. sinto um cinismo e irritação com todo mundo da faculdade. comi uma coisa nova no ru, estava razoável. minhas notas vieram boas, o esforço valeu a pena!. não estou sentindo aquela pressão de antes.;0,129;0,194;0,35
1873;Choveu o dia todo, não consegui sair para a rua. minhas notas refletem meu desinteresse. a faculdade virou uma tortura, o trabalho nunca acaba. não sinto mais prazer nas coisas que gostava. tudo parece cinzento e sem cor.;0,403;0,532;0,386
1874;Estou animado com o novo tópico da matéria. o trânsito estava horrível, cheguei atrasado na primeira aula. o esforço valeu a pena, senti-me competente. as coisas parecem sob controle.;0,374;0,068;0,127
1875;Meu estômago está revirado só de pensar na próxima apresentação. sinto que o tempo está correndo e eu estou ficando para trás. tenho acumulado muitas faltas, a recuperação será difícil. o trânsito estava horrível, cheguei atrasado na primeira aula.;0,668;0,199;0,287
1876;O trânsito estava horrível, cheguei atrasado na primeira aula. consegui me organizar bem para a prova. organizei minha rotina e a exaustão diminuiu. minhas notas vieram boas, o esforço valeu a pena!.;0,333;0,13;0,161
1877;Choveu o dia todo, não consegui sair para a rua. consegui ter um bom tempo de descanso hoje. não estou sentindo aquela pressão de antes. estou animado com o novo tópico da matéria.;0,286;0,221;0,097
1878;Choveu o dia todo, não consegui sair para a rua. não vejo sentido em continuar tentando. tudo parece cinzento e sem cor. tenho acumulado muitas faltas, a recuperação será difícil.;0,514;0,554;0,186
1879;Estou com medo de ser reprovado em duas matérias. sinto um cinismo e irritação com todo mundo da faculdade. comi uma coisa nova no ru, estava razoável. tudo parece cinzento e sem cor. a faculdade virou uma tortura, o trabalho nunca acaba.;0,512;0,253;0,369
1880;As preocupações de ontem diminuíram hoje. organizei minha rotina e a exaustão diminuiu. tirei uma nota alta na prova difícil, estou aliviado. não consigo parar de pensar no prazo final. o trânsito estava horrível, cheguei atrasado na primeira aula.;0,432;0,171;0,152
1881;Organizei minha rotina e a exaustão diminuiu. as preocupações de ontem diminuíram hoje. comi uma coisa nova no ru, estava razoável. consegui avançar muito no projeto de pesquisa.;0,188;0,167;0,264
1882;O trânsito estava horrível, cheguei atrasado na primeira aula. me senti produtivo e o trabalho fluiu bem. consegui me organizar bem para a prova. consegui avançar muito no projeto de pesquisa. minha cabeça não desliga, repasso tudo mil vezes antes de dormir.;0,358;0,137;0,18
1883;Choveu o dia todo, não consegui sair para a rua. organizei minha rotina e a exaustão diminuiu. sinto que o tempo está correndo e eu estou ficando para trás. tirei uma nota alta na prova difícil, estou aliviado. quero largar tudo e sumir para ter paz mental. meu estômago está revirado só de pensar na próxima apresentação. consegui me organizar bem para a prova. tenho tido ataques de pânico leves no meio da noite.;0,568;0,271;0,165
1884;As coisas parecem sob controle. consegui ter um bom tempo de descanso hoje. estou animado com o novo tópico da matéria. choveu o dia todo, não consegui sair para a rua.;0,359;0,209;0,125
1885;Tirei uma nota alta na prova difícil, estou aliviado. é um esforço enorme levantar da cama. sinto que sou um fardo para minha família e amigos. comi uma coisa nova no ru, estava razoável.;0,274;0,202;0,269
1886;O trânsito estava horrível, cheguei atrasado na primeira aula. não estou sentindo aquela pressão de antes. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. consegui ter um bom tempo de descanso hoje. minhas notas vieram boas, o esforço valeu a pena!.;0,41;0,136;0,211
1887;Consegui me organizar bem para a prova. tenho acumulado muitas faltas, a recuperação será difícil. comi uma coisa nova no ru, estava razoável. consegui ter um bom tempo de descanso hoje.;0,206;0,171;0,195
1888;Minha cabeça não desliga, repasso tudo mil vezes antes de dormir. tenho tido ataques de pânico leves no meio da noite. comi uma coisa nova no ru, estava razoável. sinto que o tempo está correndo e eu estou ficando para trás. fui mal na prova e isso só piora meu humor.;0,748;0,419;0,261
1889;Choveu o dia todo, não consegui sair para a rua. não sinto mais prazer nas coisas que gostava. minhas notas vieram boas, o esforço valeu a pena!. sinto que sou um fardo para minha família e amigos.;0,357;0,578;0,268
1890;Tudo parece cinzento e sem cor. comi uma coisa nova no ru, estava razoável. minhas notas refletem meu desinteresse.;0,182;0,284;0,393
1891;Estou desorientado e não consigo manter o foco em nada. minhas notas vieram boas, o esforço valeu a pena!. não sinto mais prazer nas coisas que gostava. lavei as roupas hoje, a pilha estava gigante.;0,417;0,397;0,367
1892;Minhas notas vieram boas, o esforço valeu a pena!. lavei as roupas hoje, a pilha estava gigante. organizei minha rotina e a exaustão diminuiu. não estou sentindo aquela pressão de antes. durmo mal e acordo com a sensação de não ter descansado.;0,214;0,187;0,303
1893;Minhas notas vieram boas, o esforço valeu a pena!. tenho tido ataques de pânico leves no meio da noite. sinto que sou um fardo para minha família e amigos. não vejo sentido em continuar tentando. estou sempre preocupado com o que pode dar errado. lavei as roupas hoje, a pilha estava gigante.;0,716;0,478;0,197
1894;Meu estômago está revirado só de pensar na próxima apresentação. sinto que sou um fardo para minha família e amigos. o trânsito estava horrível, cheguei atrasado na primeira aula. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. não consigo parar de pensar no prazo final. minhas notas refletem meu desinteresse.;0,744;0,268;0,275
1895;Comi uma coisa nova no ru, estava razoável. fui mal na prova e isso só piora meu humor. quero largar tudo e sumir para ter paz mental. sinto um cinismo e irritação com todo mundo da faculdade. sinto que sou um fardo para minha família e amigos. não vejo sentido em continuar tentando.;0,322;0,404;0,508
1896;A solidão bateu forte hoje, mesmo estando rodeado de gente. o tcc está travado, não consigo escrever uma linha coerente. o trânsito estava horrível, cheguei atrasado na primeira aula. sinto que sou um fardo para minha família e amigos.;0,427;0,688;0,229
1897;Sinto que sou um fardo para minha família e amigos. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. o tcc está travado, não consigo escrever uma linha coerente. o trânsito estava horrível, cheguei atrasado na primeira aula. tenho tido ataques de pânico leves no meio da noite. sinto que o tempo está correndo e eu estou ficando para trás.;0,774;0,471;0,283
1898;Consegui ter um bom tempo de descanso hoje. o trânsito estava horrível, cheguei atrasado na primeira aula. fui mal na prova e isso só piora meu humor. as preocupações de ontem diminuíram hoje.;0,283;0,174;0,216
1899;Sinto que sou um fardo para minha família e amigos. lavei as roupas hoje, a pilha estava gigante. a solidão bateu forte hoje, mesmo estando rodeado de gente. o tcc está travado, não consigo escrever uma linha coerente.;0,373;0,648;0,215
1900;Não estou sentindo aquela pressão de antes. me senti produtivo e o trabalho fluiu bem. comi uma coisa nova no ru, estava razoável. estou animado com o novo tópico da matéria. estou exausto. o corpo dói e a mente está lenta.;0,265;0,207;0,369
1901;Choveu o dia todo, não consegui sair para a rua. é um esforço enorme levantar da cama. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. tenho acumulado muitas faltas, a recuperação será difícil. meu estômago está revirado só de pensar na próxima apresentação.;0,616;0,372;0,166
1902;Estou exausto. o corpo dói e a mente está lenta. consegui me organizar bem para a prova. me senti produtivo e o trabalho fluiu bem. quero largar tudo e sumir para ter paz mental. comi uma coisa nova no ru, estava razoável. tirei uma nota alta na prova difícil, estou aliviado.;0,347;0,209;0,393
1903;O trânsito estava horrível, cheguei atrasado na primeira aula. tudo parece cinzento e sem cor. fui mal na prova e isso só piora meu humor.;0,574;0,378;0,219
1904;O trânsito estava horrível, cheguei atrasado na primeira aula. consegui avançar muito no projeto de pesquisa. sinto que o tempo está correndo e eu estou ficando para trás. a solidão bateu forte hoje, mesmo estando rodeado de gente.;0,37;0,407;0,295
1905;Fui mal na prova e isso só piora meu humor. choveu o dia todo, não consegui sair para a rua. tenho tido ataques de pânico leves no meio da noite. não consigo parar de pensar no prazo final.;0,819;0,432;0,132
1906;É um esforço enorme levantar da cama. lavei as roupas hoje, a pilha estava gigante. tirei uma nota alta na prova difícil, estou aliviado. não sinto mais prazer nas coisas que gostava.;0,275;0,314;0,353
1907;Estou exausto. o corpo dói e a mente está lenta. consegui avançar muito no projeto de pesquisa. o trânsito estava horrível, cheguei atrasado na primeira aula. as preocupações de ontem diminuíram hoje. me senti produtivo e o trabalho fluiu bem.;0,355;0,153;0,434
1908;O tcc está travado, não consigo escrever uma linha coerente. estou sempre preocupado com o que pode dar errado. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. tudo parece cinzento e sem cor. o trânsito estava horrível, cheguei atrasado na primeira aula.;0,666;0,314;0,239
1909;Comi uma coisa nova no ru, estava razoável. as coisas parecem sob controle. consegui avançar muito no projeto de pesquisa. me senti produtivo e o trabalho fluiu bem.;0,113;0,085;0,207
1910;Não vejo sentido em continuar tentando. sinto que sou um fardo para minha família e amigos. minhas notas refletem meu desinteresse. o trânsito estava horrível, cheguei atrasado na primeira aula.;0,402;0,568;0,592
1911;Durmo mal e acordo com a sensação de não ter descansado. consegui avançar muito no projeto de pesquisa. estou desorientado e não consigo manter o foco em nada. as coisas parecem sob controle. lavei as roupas hoje, a pilha estava gigante. organizei minha rotina e a exaustão diminuiu.;0,454;0,383;0,37
1912;Minha cabeça não desliga, repasso tudo mil vezes antes de dormir. meu estômago está revirado só de pensar na próxima apresentação. o trânsito estava horrível, cheguei atrasado na primeira aula. não consigo parar de pensar no prazo final. me senti produtivo e o trabalho fluiu bem. não estou sentindo aquela pressão de antes. sinto um cinismo e irritação com todo mundo da faculdade. estou animado com o novo tópico da matéria.;0,699;0,146;0,385
1913;Minhas notas vieram boas, o esforço valeu a pena!. o trânsito estava horrível, cheguei atrasado na primeira aula. consegui me organizar bem para a prova. o esforço valeu a pena, senti-me competente.;0,2;0,153;0,173
1914;Minha cabeça não desliga, repasso tudo mil vezes antes de dormir. tirei uma nota alta na prova difícil, estou aliviado. é um esforço enorme levantar da cama. choveu o dia todo, não consegui sair para a rua.;0,524;0,347;0,176
1915;Minhas notas refletem meu desinteresse. a solidão bateu forte hoje, mesmo estando rodeado de gente. o trânsito estava horrível, cheguei atrasado na primeira aula. a faculdade virou uma tortura, o trabalho nunca acaba. é um esforço enorme levantar da cama. estou desorientado e não consigo manter o foco em nada.;0,426;0,553;0,437
1916;A solidão bateu forte hoje, mesmo estando rodeado de gente. comi uma coisa nova no ru, estava razoável. tudo parece cinzento e sem cor. o tcc está travado, não consigo escrever uma linha coerente.;0,315;0,58;0,203
1917;Não consigo parar de pensar no prazo final. fui mal na prova e isso só piora meu humor. lavei as roupas hoje, a pilha estava gigante. sinto que sou um fardo para minha família e amigos. tudo parece cinzento e sem cor.;0,626;0,313;0,215
1918;Consegui me organizar bem para a prova. sinto um cinismo e irritação com todo mundo da faculdade. durmo mal e acordo com a sensação de não ter descansado. lavei as roupas hoje, a pilha estava gigante. o esforço valeu a pena, senti-me competente. consegui avançar muito no projeto de pesquisa.;0,25;0,194;0,286
1919;Me senti produtivo e o trabalho fluiu bem. estou animado com o novo tópico da matéria. não estou sentindo aquela pressão de antes. o trânsito estava horrível, cheguei atrasado na primeira aula.;0,221;0,077;0,228
1920;Organizei minha rotina e a exaustão diminuiu. o trânsito estava horrível, cheguei atrasado na primeira aula. estou animado com o novo tópico da matéria. não estou sentindo aquela pressão de antes.;0,271;0,123;0,255
1921;Não estou sentindo aquela pressão de antes. consegui avançar muito no projeto de pesquisa. choveu o dia todo, não consegui sair para a rua. me senti produtivo e o trabalho fluiu bem.;0,162;0,211;0,187
1922;Lavei as roupas hoje, a pilha estava gigante. fui mal na prova e isso só piora meu humor. sinto que sou um fardo para minha família e amigos. não sinto mais prazer nas coisas que gostava.;0,291;0,541;0,275
1923;Estou sempre preocupado com o que pode dar errado. estou animado com o novo tópico da matéria. choveu o dia todo, não consegui sair para a rua. o esforço valeu a pena, senti-me competente. meu estômago está revirado só de pensar na próxima apresentação. as coisas parecem sob controle.;0,774;0,207;0,06
1924;Tirei uma nota alta na prova difícil, estou aliviado. choveu o dia todo, não consegui sair para a rua.;0,367;0,31;0,158
1925;Choveu o dia todo, não consegui sair para a rua. minhas notas refletem meu desinteresse. é um esforço enorme levantar da cama.;0,51;0,523;0,282
1926;A solidão bateu forte hoje, mesmo estando rodeado de gente. o tcc está travado, não consigo escrever uma linha coerente. choveu o dia todo, não consegui sair para a rua.;0,42;0,684;0,158
1927;O trânsito estava horrível, cheguei atrasado na primeira aula. não vejo sentido em continuar tentando. o tcc está travado, não consigo escrever uma linha coerente. meu estômago está revirado só de pensar na próxima apresentação.;0,65;0,213;0,311
1928;Não sinto mais prazer nas coisas que gostava. comi uma coisa nova no ru, estava razoável. fui mal na prova e isso só piora meu humor.;0,285;0,467;0,542
1929;Não vejo sentido em continuar tentando. choveu o dia todo, não consegui sair para a rua. minhas notas vieram boas, o esforço valeu a pena!. sinto que sou um fardo para minha família e amigos. meu estômago está revirado só de pensar na próxima apresentação.;0,467;0,446;0,405
1930;Sinto um cinismo e irritação com todo mundo da faculdade. a solidão bateu forte hoje, mesmo estando rodeado de gente. estou desorientado e não consigo manter o foco em nada. minhas notas refletem meu desinteresse. o trânsito estava horrível, cheguei atrasado na primeira aula.;0,355;0,511;0,418
1931;Estou animado com o novo tópico da matéria. me senti produtivo e o trabalho fluiu bem. o trânsito estava horrível, cheguei atrasado na primeira aula. as preocupações de ontem diminuíram hoje.;0,267;0,082;0,156
1932;Sinto que sou um fardo para minha família e amigos. tirei uma nota alta na prova difícil, estou aliviado. o trânsito estava horrível, cheguei atrasado na primeira aula.;0,366;0,321;0,248
1933;Meu estômago está revirado só de pensar na próxima apresentação. minhas notas refletem meu desinteresse. é um esforço enorme levantar da cama. não consigo parar de pensar no prazo final. choveu o dia todo, não consegui sair para a rua.;0,712;0,226;0,248
1934;Comi uma coisa nova no ru, estava razoável. o tcc está travado, não consigo escrever uma linha coerente. não vejo sentido em continuar tentando. é um esforço enorme levantar da cama.;0,315;0,242;0,365
1935;Lavei as roupas hoje, a pilha estava gigante. não estou sentindo aquela pressão de antes. tenho acumulado muitas faltas, a recuperação será difícil. me senti produtivo e o trabalho fluiu bem.;0,2;0,288;0,186
1936;Não vejo sentido em continuar tentando. é um esforço enorme levantar da cama. fui mal na prova e isso só piora meu humor. comi uma coisa nova no ru, estava razoável.;0,331;0,456;0,591
1937;Tirei uma nota alta na prova difícil, estou aliviado. meu estômago está revirado só de pensar na próxima apresentação. lavei as roupas hoje, a pilha estava gigante. me senti produtivo e o trabalho fluiu bem. consegui me organizar bem para a prova.;0,203;0,161;0,138
1938;O tcc está travado, não consigo escrever uma linha coerente. tudo parece cinzento e sem cor. não vejo sentido em continuar tentando. lavei as roupas hoje, a pilha estava gigante.;0,321;0,391;0,328
